logFC	AveExpr	t	P.Value	adj.P.Val	B
CXCL8	2.29721619871439	8.43547855474159	4.25815687879301	0.00013234233263378	0.0170833402041867	1.04436862882791
STC1	1.15027780419968	5.0450947798992	4.25317773860963	0.000134341143732639	0.0171617408828075	1.03080780520377
PTGS2	2.23610259064982	5.60884543371759	4.24454332819894	0.000137877625799986	0.017328134741481	1.00730308291156
CARD6	1.24981890533219	6.17352025948024	4.24302897920402	0.000138507199464219	0.017328134741481	1.0031821874077
WNT5A	1.34089084363276	7.44434643068618	4.23540370871689	0.000141720336413759	0.0174780193236662	0.982438839817978
MEOX1	1.07648816681032	4.74959898510449	4.23342255776648	0.00014256702615796	0.0174780193236662	0.97705128990213
SPARCL1	1.27572531526793	8.89870088271154	4.23143640892383	0.000143420821831104	0.0174780193236662	0.971650921212074
SERPINE1	1.00199118521868	4.62314141821383	4.2278851776161	0.000144959899593172	0.0175745197857289	0.96199700198521
AKR1B1	1.13619958207426	7.50133242893387	4.22252377380696	0.000147314165967005	0.0176612455249632	0.94742689242411
C1R	1.03116136573044	7.77470637264679	4.21847605459011	0.000149116326282632	0.017713212091755	0.936430611618676
MMP3	2.19323469029379	9.88282744120593	4.20337989575673	0.000156029823323719	0.01816743289393	0.895448283713449
GPR84	1.23877427489016	4.16305659714099	4.18935845543651	0.000162731457382821	0.0187429275710689	0.857424668840308
GPR116	1.07026518105986	5.46595245150572	4.18882919754392	0.000162989857472797	0.0187429275710689	0.855990199489151
SPP1	1.19378633569691	4.76428067804881	4.15424633258143	0.000180772809594462	0.01976869919946	0.762384038145991
FCER1G	1.37217767447824	6.82266654930339	4.14774342812251	0.000184322340511172	0.019839046961795	0.744810376639526
APOBEC3A /// APOBEC3A_B	1.72866281746504	5.95830379103632	4.14083436025615	0.000188168184618037	0.0199435683517337	0.726148893453334
RGS18	1.13974013776324	3.8168605352728	4.13007389923945	0.000194314487923862	0.0203123411376411	0.697105011617455
TIMP1	1.15077042950468	9.89028261112937	4.11818034667762	0.000201336244796547	0.020689144523596	0.665031731532908
LGALS1	1.17912665419153	9.06866517136457	4.11750270507569	0.000201743689310703	0.020689144523596	0.663205260883507
C11orf96	1.3257326281617	7.67765571229458	4.08365129791384	0.000223154920451197	0.02214600729541	0.572092574621568
CEMIP	1.00922951892951	5.70117779094033	4.06799903351989	0.000233789975338026	0.0226775363471965	0.530049932908481
CDH5	1.0150490011083	5.44223887697762	4.06727174603758	0.000234295975015678	0.0226775363471965	0.528097751743899
CXCL5	1.65803221746901	6.19291916794958	4.04376861858024	0.000251235407649409	0.0236590857364205	0.465075731963045
FFAR2	1.49131193710796	4.94303679838575	4.04142789134967	0.000252986413309636	0.0237061372153093	0.45880618275053
HCAR3	2.48655427653171	7.77293653399392	4.0248788892541	0.000265709945346201	0.0240025488817661	0.414516641346698
MEIS2	1.03384749856033	4.97427630521301	4.01019722625452	0.000277518223764629	0.0246310514073361	0.375278379503209
IGFBP3	1.00142269668281	7.44604421937262	4.00681367428403	0.000280311211028384	0.0247302747768567	0.366242724259878
DENND5A	1.01486968472524	5.88670049656826	3.98202574558093	0.000301624344759285	0.0259860973946461	0.30013107979486
COL6A3	1.35865728764326	8.7350420292412	3.97803124517387	0.00030520335495578	0.026198477768467	0.289491275540174
CLEC4A	1.06849214812056	4.79029111948383	3.97113348529385	0.000311481198026936	0.026447789810807	0.271127473517038
ADAMTS1	1.01730342204396	4.45122185158344	3.96656394168503	0.000315709086048708	0.0265073925612612	0.258968463130856
ACKR1	1.10092956695239	6.55125630226976	3.9443398657114	0.000337080671415784	0.0269664537132627	0.199906414599152
FAP	1.07651122123718	4.87221828301376	3.93855938538	0.000342866094143689	0.0271522240210759	0.18456455125546
TUBB6	1.04617574735412	6.67441702504303	3.93211639656042	0.000349428407860275	0.0274868098758317	0.167474238181512
THBS2	1.48765759915442	5.06525172900553	3.91993591319474	0.000362169744391017	0.0280205012765682	0.1351936673371
IL7R	1.24272158082886	7.98293574674089	3.91634630673364	0.000366010022509822	0.0282247728833804	0.125687738715059
SAMSN1	1.06245707720429	5.06526528163343	3.88612088104531	0.000399954452305389	0.0295996013144117	0.0457769341697833
FRMD6	1.00809878027022	5.03605563985742	3.84938122351434	0.000445345592756592	0.031541826056195	-0.0510338556359571
MMRN1	1.26044364035614	3.63507452558208	3.84258863755918	0.00045426848794063	0.0316716155542485	-0.0688931637338639
CCL2	1.50183448990467	6.81450388311834	3.83728792193347	0.0004613518737719	0.0319146943268091	-0.0828213285880475
HCK	1.14029860681529	6.67203577255194	3.82472927786541	0.000478564320309032	0.0325232899317838	-0.115789929846126
PLEK	1.53406896226498	7.24750300232057	3.81662071113227	0.000490006747864628	0.0326826112892364	-0.137053375897654
DSG3	1.34648801556699	4.80468791033952	3.78291471964906	0.000540478811071584	0.0344560746804263	-0.22524657192845
COL5A2	1.45133716205547	6.63738160577148	3.75247407719451	0.000590361801978826	0.036733623234238	-0.304620218161893
MRGPRF	1.00971924233188	5.1106431201642	3.74634802260487	0.000600925796050692	0.0367829710316184	-0.320561683633795
GNLY	1.11703803482817	5.60892868560397	3.73427853353644	0.000622276587598762	0.0375258452126422	-0.351937503114718
PYY	-1.04390663458338	6.04206165751283	-3.73341317871065	0.000623835266927852	0.0375258452126422	-0.354185445060166
LUM	1.18134188785789	7.09202624485294	3.72509588135224	0.000639010246727901	0.0381338944816274	-0.375780185390093
CCL11	1.07899611006496	6.33529145695224	3.71743935605484	0.000653294750081143	0.0381338944816274	-0.395641319724253
CCL4	1.53059816451687	7.65389618726104	3.70662780265385	0.000673992314546794	0.0384764544615063	-0.423657069762149
LY96	1.28653036711054	6.55136927138444	3.64882602673783	0.000795852201998722	0.0429322105298393	-0.572839718618204
CSF2RB	1.32626812953451	7.63313038741526	3.64110993234625	0.00081364729091559	0.0435922193219469	-0.592676902837754
FGF7 /// KGFLP1 /// KGFLP2	1.26209414830983	4.62462795495766	3.60821575469029	0.000893908300636068	0.0461737376867933	-0.67703446920923
FCGR1B	1.11089354099	4.96194415120649	3.60682240410741	0.000897471265871468	0.0461737376867933	-0.680600170571124
CTSK	1.20745877410047	7.75115018352571	3.59596128542731	0.000925717376438932	0.046924294598801	-0.708373398005835
IL1B	1.74450438601742	8.93039615842482	3.57621049268104	0.000979291777278255	0.0486954389039842	-0.758781228902273
CLDN18	1.59701312445369	4.79894406422589	3.56688612365031	0.00100560989720194	0.0496891898648748	-0.782534758271675
TCN1	1.59350549521105	7.37521430700928	3.56688449367546	0.00100561455678913	0.0496891898648748	-0.7825389080939
